	Name	Address	City	State	Zipcode	H3 Index	Latitude	Longitude
738	Cloak & Petal	1953 India St.	San Diego	California	92101	8f29a41ad331626	32.72515	-117.16883
739	Mariscos Jalisco	753 E. Holt Ave.	Pomona	California	91767	8f29a0adc988384	34.0628203	-117.7354583
740	Café Romanat	462 Santa Clara Ave.	Oakland	California	94610	8f28308129990de	37.811855	-122.248276
741	Millennium	5912 College Ave.	Oakland	California	94618	8f28308ac392ac1	37.847427	-122.252075
742	Barcote	6430 Telegraph Ave.	Oakland	California	94609	8f28308ac25aa2d	37.850845	-122.260345
743	Tacos Oscar	420 40th St.	Oakland	California	94609	8f28308135a4c59	37.8286404	-122.2602429
744	Commis	3859 Piedmont Ave.	Oakland	California	94611	8f2830812236b62	37.8246825	-122.254846
745	Mägo	3762 Piedmont Ave.	Oakland	California	94611	8f283081230e49c	37.8233782	-122.2561959
746	Teni East Kitchen	4015 Broadway	Oakland	California	94611	8f28308122e0ccb	37.8278	-122.25663
747	MAMA Oakland	388 Grand Ave.	Oakland	California	94610	8f2830812970aa6	37.8090021	-122.2542995
748	Belotti Ristorante e Bottega	5403 College Ave.	Oakland	California	94618	8f28308ac109625	37.840256	-122.25138
749	Wood Tavern	6317 College Ave.	Oakland	California	94618	8f28308ac293ab2	37.85076	-122.25265
750	Chuan Yu	388 9th St.	Oakland	California	94607	8f2830810895b09	37.8005743	-122.2715069
751	Delage	536 9th St.	Oakland	California	94607	8f28308108f336b	37.801624	-122.27508
752	Taquería El Paisa	4610 International Blvd.	Oakland	California	94601	8f28309884e30f0	37.770894	-122.2112574
753	Bardo Lounge	3343 Lakeshore Ave.	Oakland	California	94610	8f2830812d744b6	37.8110299	-122.2434093
754	Soba Ichi	2311A Magnolia St.	Oakland	California	94607	8f28308115ae72b	37.81691	-122.28472
755	Horn Barbecue	2534 Mandela Pkwy.	Oakland	California	94607	8f28308114566de	37.8204022	-122.288888
756	Brotzeit Lokal	1000 Embarcadero	Oakland	California	94606	8f283081694029e	37.787735	-122.2539921
757	FOB Kitchen	5179 Telegraph Ave.	Oakland	California	94609	8f28308acb733b2	37.837746	-122.2628885
758	CDP	3861 Piedmont Ave.	Oakland	California	94611	8f2830812234195	37.824505	-122.25496
759	Felix	1023 Abbot Kinney Blvd.	Venice	California	90291	8f29a19ae4a24cb	33.99208	-118.47177
760	Gjelina	1429 Abbot Kinney Blvd.	Venice	California	90291	8f29a198590374d	33.99045	-118.465034
761	Plant Food + Wine	1009 Abbot Kinney Blvd.	Venice	California	90291	8f29a19ae4a3425	33.992172	-118.47227
762	Mesa Verde	1919 Cliff Dr.	Santa Barbara	California	93109	8f29ac932d36648	34.4015115	-119.7224482
763	Yoichi’s	230 E. Victoria St.	Santa Barbara	California	93101	8f2912649091882	34.426804	-119.70299
764	Sama Sama Kitchen	1208 State St.	Santa Barbara	California	93101	8f291264918e840	34.4236674	-119.7045301
765	Loquita	202 State St.	Santa Barbara	California	93101	8f2912648af6d46	34.4140993	-119.6916636
766	The Lark	131 Anacapa St.	Santa Barbara	California	93101	8f2912648a9d922	34.414574	-119.68986
767	Bibi Ji	734 State St.	Santa Barbara	California	93101	8f2912649cadacc	34.4196204	-119.6990566
768	Barbareño	205 W. Canon Perdido St.	Santa Barbara	California	93101	8f291264952eb56	34.422848	-119.69819
769	Blackbird	36 State St.	Santa Barbara	California	93101	8f2912648aa3794	34.4132948	-119.6900705
770	Los Agaves	600 N. Milpas St.	Santa Barbara	California	93101	8f291264b826ce2	34.427376	-119.6866
771	Sushi | Bar Montecito	1295 Coast Village Rd.	Santa Barbara	California	93108	8f291265d236d73	34.4214368	-119.6400634
772	The Stonehouse	900 San Ysidro Ln.	Santa Barbara	California	93108	8f291265bb2875c	34.446564	-119.623146
773	Corazon Cocina	38 W. Victoria St.	Santa Barbara	California	93101	8f2912649035262	34.4235974	-119.7070638
774	Bettina	1014 Coast Village Rd.	Santa Barbara	California	93108	8f291264ace62ab	34.4226378	-119.6521334
775	Newport Seafood	518 W. Las Tunas Dr.	San Gabriel	California	91776	8f29a1d1921db0e	34.1023916	-118.1068473
776	Mian	301 W. Valley Blvd., Ste. 114	San Gabriel	California	91776	8f29a1d1d2a875b	34.0800007	-118.104243
777	Chongqing Special Noodles	708 E. Las Tunas Dr.	San Gabriel	California	91776	8f29a1d1979e758	34.1031351	-118.0917503
778	Babita Mexicuisine	1823 S. San Gabriel Blvd.	San Gabriel	California	91776	8f29a1d1d453724	34.07632	-118.09075
779	Benten Ramen	821 W. Las Tunas Dr.	San Gabriel	California	91776	8f29a1c24c936c2	34.1023165	-118.1119917
780	Luscious Dumplings	919 W. Duarte Rd.	Monrovia	California	91016	8f29a1c36572492	34.1319451	-118.0185111
781	Tempura Endo	9777 S. Santa Monica Blvd.	Beverly Hills	California	90210	8f29a1998c569b0	34.067802	-118.40915
782	Kazan	111 N. La Cienega Blvd.	Beverly Hills	California	90211	8f29a1d6db2688d	34.0676223	-118.376527
783	Mírame	419 N. Ca\u00f1on Dr.	Beverly Hills	California	90210	8f29a199e24aa5a	34.0711525	-118.4015766
784	Maude	212 S. Beverly Dr.	Beverly Hills	California	90212	8f29a199ead369a	34.064346	-118.39904
785	Avra	233 N. Beverly Dr.	Beverly Hills	California	90210	8f29a199e35e18b	34.06764	-118.39971
786	CUT	9500 Wilshire Blvd.	Beverly Hills	California	90212	8f29a199e343b62	34.067036	-118.401024
787	Spago	176 N. Ca\u00f1on Dr.	Beverly Hills	California	90210	8f29a199e2238b1	34.06756	-118.397766
788	Nozawa Bar	212 N. Ca\u00f1on Dr.	Beverly Hills	California	90210	8f29a199e22ab90	34.0683345	-118.398404
789	Gucci Osteria da Massimo Bottura	347 N. Rodeo Dr.	Beverly Hills	California	90210	8f29a1998c96276	34.0683993	-118.4024313
790	Il Pastaio	400 N. Ca\u00f1on Dr.	Beverly Hills	California	90210	8f29a199e25d901	34.070686	-118.400894
791	Jean-Georges	9850 Wilshire Blvd.	Beverly Hills	California	90210	8f29a1998c60872	34.0665929	-118.4117345
792	Yasu	265 S. Robertson Blvd.	Beverly Hills	California	90211	8f29a199e55da68	34.0632305	-118.3836501
793	The Lobster	1602 Ocean Ave.	Santa Monica	California	90401	8f29a19aaa13630	34.011154	-118.49501
794	Pasjoli	2732 Main St.	Santa Monica	California	90405	8f29a19ae6c6165	34.0005122	-118.4821085
795	Rustic Canyon	1119 Wilshire Blvd.	Santa Monica	California	90401	8f29a198c9094f2	34.024952	-118.49118
796	Colapasta	1241 5th St.	Santa Monica	California	90401	8f29a19aa27500b	34.0190328	-118.4962761
797	Tūmbi	115 Santa Monica Blvd.	Santa Monica	California	90401	8f29a19aaac80ca	34.014547	-118.4976517
798	Chinois on Main	2709 Main St.	Santa Monica	California	90405	8f29a19ae6c6270	34.000717	-118.482216
799	Mélisse	1104 Wilshire Blvd.	Santa Monica	California	90401	8f29a198c90d21e	34.0245313	-118.4915408
800	Michael’s	1147 3rd St.	Santa Monica	California	90403	8f29a19abc82776	34.01875	-118.49968
801	Cassia	1314 7th St.	Santa Monica	California	90401	8f29a19aa21d351	34.019684	-118.49349
802	Citrin	1104 Wilshire Blvd.	Santa Monica	California	90401	8f29a198c90d0ea	34.0244469	-118.4914389
803	Lunetta	2424 Pico Blvd.	Santa Monica	California	90405	8f29a1981109118	34.02249	-118.46367
804	Birdie G's	2421 Michigan Ave.	Santa Monica	California	90404	8f29a1981331aa1	34.0270648	-118.4688801
805	Fia	2454 Wilshire Blvd.	Santa Monica	California	90403	8f29a198c572368	34.0351233	-118.4785237
806	Élephante	1332 2nd St.	Santa Monica	California	90401	8f29a19aa365aab	34.0153998	-118.4978304
807	Milo + Olive	2723 Wilshire Blvd.	Santa Monica	California	90403	8f29a198c40675c	34.0373984	-118.4758441
808	Yafa	Junipero St.	Carmel-by-the-Sea	California	93923	8f291a6c624e580	36.55702	-121.92013
809	Aubergine	Monte Verde at 7th Ave.	Carmel-by-the-Sea	California	93921	8f291a6c0cae234	36.55406	-121.924355
810	La Bicyclette	29 Dolores St.	Carmel-by-the-Sea	California	93921	8f291a6c0cb145e	36.5539364	-121.9225771
811	Seventh & Dolores	7th Ave. & Dolores St.	Carmel-by-the-Sea	California	93921	8f291a6c0cb56d0	36.55362	-121.92262
812	Cultura	100 Dolores St.	Carmel-by-the-Sea	California	93923	8f291a6c0c9b263	36.5562764	-121.923092
813	Casanova	95 5th Ave.	Carmel-by-the-Sea	California	93921	8f291a6c624dca9	36.5568435	-121.921233
814	Dametra Cafe	Corner of Lincoln St.	Carmel-by-the-Sea	California	93921	8f291a6c0c83334	36.554985	-121.92342
815	Akaoni	Mission St.	Carmel-by-the-Sea	California	93921	8f291a6c626e241	36.5559718	-121.9210771
816	Fishwives	88 N. Fair Oaks Ave.	Pasadena	California	91103	8f29a1c2174dcc1	34.1471318	-118.1504096
817	Perle	43 E. Union St.	Pasadena	California	91103	8f29a1c21741232	34.1468638	-118.1496566
818	Royce	1401 S. Oak Knoll Ave.	Pasadena	California	91106	8f29a1c25490203	34.12092	-118.13336
819	Maestro	110 E. Union St.	Pasadena	California	91103	8f29a1c21755295	34.146732	-118.14811
820	Agnes	40 W. Green St.	Pasadena	California	91105	8f29a1c213b37a3	34.1444438	-118.1513515
821	The Raymond	1250 S. Fair Oaks Ave.	Pasadena	California	91105	8f29a1c2574d292	34.12418	-118.15017
822	Osawa	77 N. Raymond Ave.	Pasadena	California	91101	8f29a1c2175d9b5	34.1472495	-118.1490434
823	Union	37 East Union St.	Pasadena	California	91103	8f29a1c2174cdb3	34.1468	-118.14981
824	Parkway Grill	510 S. Arroyo Pkwy.	Pasadena	California	91105	8f29a1c21110c1b	34.13678	-118.14723
825	Madera	2825 Sand Hill Rd.	Menlo Park	California	94025	8f283476b59b843	37.42014	-122.21151
826	Flea St. Cafe	3607 Alameda de las Pulgas	Menlo Park	California	94025	8f283474c018c94	37.4317	-122.20127
827	Camper	898 Santa Cruz Ave.	Menlo Park	California	94025	8f283474e20e9a5	37.449905	-122.18604
828	Top Hatters Kitchen	855 Macarthur Blvd.	San Leandro	California	94577	8f283098219cae2	37.7373393	-122.1417697
829	Bavel	500 Mateo St.	Los Angeles	California	90013	8f29a1d7553432a	34.041275	-118.233055
830	Mercado Los Angeles	7910 W. 3rd St.	Los Angeles	California	90048	8f29a1d6dc5b785	34.0714628	-118.3620774
831	Orsa & Winston	122 W. 4th St.	Los Angeles	California	90013	8f29a1d7538429d	34.0484698	-118.2479493
832	Killer Noodle	2030 Sawtelle Blvd.	Los Angeles	California	90025	8f29a19833a5b2b	34.0404507	-118.4430102
833	Petit Trois	718 N. Highland Ave.	Los Angeles	California	90028	8f29a1d68c5b29b	34.0839644	-118.3382499
834	Otoño	5715 N. Figueroa St.	Los Angeles	California	90042	8f29a1d50c7354a	34.109833	-118.19239
835	Flame	1442 Westwood Blvd.	Los Angeles	California	90024	8f29a199d8f0628	34.05451	-118.44104
836	Baltaire	11647 San Vicente Blvd.	Los Angeles	California	90049	8f29a198e76e10a	34.0539676	-118.4638346
837	Meals by Genet	1053 S. Fairfax Ave.	Los Angeles	California	90019	8f29a1993776b75	34.0567097	-118.3646751
838	Meizhou Dongpo	10250 Santa Monica Blvd.	Los Angeles	California	90067	8f29a199c2d0403	34.059647	-118.419685
839	Ronan	7315 Melrose Ave.	Los Angeles	California	90046	8f29a1d68b802d9	34.08361	-118.34922
840	Q Sushi	521 W. 7th St.	Los Angeles	California	90014	8f29a1d75365804	34.046883	-118.255844
841	Bicyclette Bistro	9575 W. Pico Blvd.	Los Angeles	California	90035	8f29a199e841810	34.0552448	-118.3975735
842	Holbox	3655 S. Grand Ave.	Los Angeles	California	90007	8f29a56d925810b	34.017384	-118.27802
843	Osteria Mozza	6602 Melrose Ave.	Los Angeles	California	90038	8f29a1d68c59123	34.0834246	-118.3386857
844	Marugame Monzo	329 E. 1st St.	Los Angeles	California	90012	8f29a1d7571e40c	34.050018	-118.2397919
845	Chosun Galbee	3330 W. Olympic Blvd.	Los Angeles	California	90019	8f29a1d61544d69	34.0526	-118.310326
846	IMA	9669 S. Santa Monica Blvd.	Los Angeles	California	90210	8f29a1998cf392e	34.0690364	-118.4068137
847	Bestia	2121 E. 7th Pl.	Los Angeles	California	90021	8f29a1d74af625c	34.0334815	-118.228991
848	Phenakite	1370 N. St. Andrews Pl.	Los Angeles	California	90028	8f29a1d6acc22e5	34.0967156	-118.3108658
849	Dha Rae Oak	1106 S. Western Ave.	Los Angeles	California	90006	8f29a1d61cd386c	34.05054	-118.309
850	Badmaash	108 W. 2nd St., Ste. 104	Los Angeles	California	90012	8f29a1d7574ec8a	34.05115	-118.24476
851	Bull & Butterfly	12204 Jefferson Blvd.	Los Angeles	California	90066	8f29a19b1094ce0	33.9815747	-118.4078151
852	Chi Spacca	6610 Melrose Ave.	Los Angeles	California	90038	8f29a1d68c4a606	34.08342	-118.339096
853	Jeong Yuk Jeom	621 S. Western Ave., Ste.100	Los Angeles	California	90005	8f29a1d63b49b29	34.0626623	-118.3088186
854	Shibumi	815 S. Hill St.	Los Angeles	California	90014	8f29a1d75a52611	34.044155	-118.256134
855	La Cevicheria	3809 W. Pico Blvd.	Los Angeles	California	90019	8f29a1d6185a59c	34.0476164	-118.3228419
856	Fellow	1071 Glendon Ave.	Los Angeles	California	90024	8f29a199da9e680	34.0612917	-118.4445326
857	Guisados	2100 E. Cesar E. Chavez Ave.	Los Angeles	California	90033	8f29a1d70da95b0	34.048306	-118.21142
858	Morihiro	3133 Glendale Blvd.	Los Angeles	California	90039	8f29a1d43c35156	34.1166298	-118.2625547
859	Charcoal Venice	425 Washington Blvd.	Los Angeles	California	90292	8f29a19a30e8740	33.981514	-118.462845
860	Spoon & Pork	3131 W. Sunset Blvd.	Los Angeles	California	90026	8f29a1d442aca5a	34.0852694	-118.2745864
861	Guerrilla Tacos	2000 E. 7th St.	Los Angeles	California	90021	8f29a1d74ae961a	34.034565	-118.232185
862	Olympic Cheonggukjang	2528 W. Olympic Blvd.	Los Angeles	California	90006	8f29a1d60694988	34.0520498	-118.2846207
863	Master Ha	1147 S. Western Ave.	Los Angeles	California	90006	8f29a1d61cf3519	34.049496	-118.30909
864	Oriel	1135 N. Alameda St.	Los Angeles	California	90012	8f29a1d71cab9ac	34.0624425	-118.2357866
865	Quarters BBQ	3465 W. 6th St.	Los Angeles	California	90020	8f29a1d6316a02d	34.063614	-118.29773
866	Luv 2 Eat Thai Bistro	6660 Sunset Blvd. P	Los Angeles	California	90028	8f29a1d6868e750	34.09794	-118.33596
867	WoodSpoon	107 W. 9th St.	Los Angeles	California	90015	8f29a1d75a05740	34.0417732	-118.2551835
868	Guelaguetza	3014 W. Olympic Blvd.	Los Angeles	California	90006	8f29a1d602cc62a	34.0525532	-118.3008979
869	The Thai Thing	6015 W. 3rd St.	Los Angeles	California	90036	8f29a1d6c27590e	34.0702776	-118.3518699
870	Animal	435 N. Fairfax Ave.	Los Angeles	California	90036	8f29a1d6d714a54	34.0793889	-118.3616297
871	Ayara Thai Cuisine	6245 W. 87th St.	Los Angeles	California	90045	8f29a19b0971631	33.95861	-118.39456
872	La Azteca	4538 E. Cesar E Chavez Ave.	Los Angeles	California	90022	8f29a1d2b70ec0d	34.0404163	-118.1683741
873	Genwa	5115 Wilshire Blvd.	Los Angeles	California	90036	8f29a1d6c11b452	34.0622	-118.34106
874	Jon & Vinny’s	412 N. Fairfax Ave.	Los Angeles	California	90036	8f29a1d6d73661e	34.0786428	-118.3612687
875	Manuela	907 E. 3rd St.	Los Angeles	California	90013	8f29a1d7542a619	34.04608	-118.23489
876	Hayato	1320 E. 7th St., Ste. 126	Los Angeles	California	90021	8f29a56db6cbae6	34.0338072	-118.2418788
877	Mi Lindo Nayrit Mariscos	1020 E. Florence Ave.	Los Angeles	California	90001	8f29a56dca5c3a1	33.9746604	-118.256516
878	Angelini Osteria	7313 Beverly Blvd.	Los Angeles	California	90036	8f29a1d68944b1b	34.076214	-118.34914
879	Kismet	4648 Hollywood Blvd.	Los Angeles	California	90027	8f29a1d456c0a0d	34.1002978	-118.2907005
880	Gwen	6600 Sunset Blvd.	Los Angeles	California	90028	8f29a1d6aa6cda2	34.0979419	-118.3332968
881	Soban	4001 W. Olympic Blvd.	Los Angeles	California	90019	8f29a1d610448a3	34.053913	-118.320786
882	Hamasaku	11043 Santa Monica Blvd.	Los Angeles	California	90025	8f29a199d928594	34.0483494	-118.4431098
883	Konbi	1463 Sunset Blvd.	Los Angeles	California	90026	8f29a1d71250206	34.07543	-118.2539569
884	Awash	5990 1/2 W. Pico Blvd.	Los Angeles	California	90035	8f29a199306c62c	34.052246	-118.37071
885	Shaherzad	1422 Westwood Blvd.	Los Angeles	California	90024	8f29a199d8c60b6	34.05505	-118.441475
886	Redbird	114 E. 2nd St.	Los Angeles	California	90012	8f29a1d75742d6b	34.05062	-118.24392
887	Carlitos Gardel	7963 Melrose Ave.	Los Angeles	California	90046	8f29a1d6d61daec	34.083855	-118.36319
888	Dama	612 E. 11th St.	Los Angeles	California	90015	8f29a1d664947ad	34.035213	-118.25298
889	Brera Ristorante	1331 E. 6th St.	Los Angeles	California	90021	8f29a1d75ca1235	34.0384128	-118.2349548
890	Rossoblu	1124 San Julian St.	Los Angeles	California	90015	8f29a1d66495113	34.035248	-118.25355
891	Pine & Crane	1521 Griffith Park Blvd.	Los Angeles	California	90026	8f29a1d4096e794	34.0904961	-118.2772213
892	Petty Cash	7360 Beverly Blvd.	Los Angeles	California	90036	8f29a1d6896c701	34.07611	-118.35036
893	A.O.C.	8700 W. 3rd St.	Los Angeles	California	90048	8f29a1d6da6d461	34.073524	-118.38193
894	Yong Su San	950 S. Vermont Ave.	Los Angeles	California	90006	8f29a1d606e9499	34.053997	-118.29128
895	Jar	8225 Beverly Blvd.	Los Angeles	California	90048	8f29a1d6d043b98	34.0764544	-118.3698721
896	Mori Sushi	11500 W. Pico Blvd.	Los Angeles	California	90064	8f29a19838ca20a	34.033398	-118.44229
897	Pizzeria Mozza	641 N. Highland Ave.	Los Angeles	California	90036	8f29a1d68c5d04b	34.0830906	-118.3387599
898	Alta Adams	5359 W. Adams Blvd.	Los Angeles	California	90016	8f29a199044d664	34.032516	-118.35998
899	Hippo	5916 1/2 Figueroa St.	Los Angeles	California	90042	8f29a1d50ce0db4	34.1106258	-118.1903181
900	Le Comptoir	3606 W. 6th St.	Los Angeles	California	90020	8f29a1d63aa4526	34.0634658	-118.300451
901	Freedman’s	2619 Sunset Blvd.	Los Angeles	California	90026	8f29a1d440e3216	34.080568	-118.2698815
902	Son of a Gun	8370 W. 3rd St.	Los Angeles	California	90048	8f29a1d6db9b79e	34.0727791	-118.3724711
903	Chifa	4374 Eagle Rock Blvd.	Los Angeles	California	90041	8f29a1d51118b2b	34.1236509	-118.2212657
904	Kiriko	11301 W. Olympic Blvd.	Los Angeles	California	90064	8f29a1983046905	34.0382384	-118.441327
905	Father’s Office	3229 Helms Ave.	Los Angeles	California	90034	8f29a1991d54022	34.03052	-118.38468
906	n/naka	3455 S. Overland Ave.	Los Angeles	California	90034	8f29a1982036535	34.02526	-118.41206
907	Yxta	601 S. Central Ave.	Los Angeles	California	90021	8f29a1d75c757a0	34.038	-118.240135
908	Monte Alban	11929 Santa Monica Blvd.	Los Angeles	California	90025	8f29a198e89015d	34.041542	-118.46117
909	Found Oyster	4880 Fountain Ave.	Los Angeles	California	90029	8f29a1d45769282	34.0953376	-118.2958733
910	Openaire	3515 Wilshire Blvd.	Los Angeles	California	90010	8f29a1d63baabaa	34.061775	-118.301285
911	Alimento	1710 Silver Lake Blvd.	Los Angeles	California	90026	8f29a1d409b4d8a	34.089577	-118.26825
912	Gish-Bac	4163 W. Washington Blvd.	Los Angeles	California	90018	8f29a199251ccb3	34.039906	-118.33018
913	The Factory Kitchen	1300 Factory Pl., Ste. 101	Los Angeles	California	90013	8f29a1d75ca98c2	34.03912	-118.23589
914	Parks BBQ	955 S. Vermont Ave., Ste.G	Los Angeles	California	90006	8f29a1d639b4c2e	34.053967	-118.29194
915	Langer's	704 S. Alvarado St.	Los Angeles	California	90057	8f29a1d62325ba8	34.056217	-118.27692
916	Pizzana	11712  San Vicente Blvd.	Los Angeles	California	90049	8f29a198e39c56b	34.053474	-118.46568
917	Jitlada	5233 1/2 W. Sunset Blvd.	Los Angeles	California	90027	8f29a1d6a5a64cb	34.0985581	-118.3041058
918	Soowon Galbi	856 S. Vermont Ave.	Los Angeles	California	90005	8f29a1d63d6d8b3	34.056587	-118.29159
919	Cosa Buona	2100 W. Sunset Blvd.	Los Angeles	California	90026	8f29a1d4456c95b	34.0771613	-118.2639023
920	Maccheroni Republic	332 S. Broadway	Los Angeles	California	90013	8f29a1d7538b509	34.050137	-118.248726
921	The Exchange	416 W. 8th St.	Los Angeles	California	90014	8f29a1d75ae9d26	34.04491	-118.2565934
922	Matsumoto	8385 Beverly Blvd.	Los Angeles	California	90048	8f29a1d6d33584d	34.076275	-118.37288
923	majordōmo	1725 Naud St.	Los Angeles	California	90012	8f29a1d73956334	34.0694388	-118.2256022
924	Tsubaki	1356 Allison Ave.	Los Angeles	California	90026	8f29a1d71231ac1	34.0728147	-118.2515256
925	Soregashi	6775 Santa Monica Blvd.	Los Angeles	California	90038	8f29a1d68735c9c	34.09078	-118.338104
926	Bee Taqueria	5754 W. Adams Blvd.	Los Angeles	California	90016	8f29a199038488d	34.0323899	-118.3689054
927	Mille Fleurs	6009 Paseo Delicias	Rancho Santa Fe	California	92067	8f29a40dcca0a80	33.019524	-117.20365
928	Adana Restaurant	6918 San Fernando Rd.	Glendale	California	91201	8f29a1c6481dd74	34.173664	-118.29869
929	Bourbon Steak	237 S. Brand Blvd.	Glendale	California	91210	8f29a1d5c229021	34.142925	-118.2551
930	Zhengyalov Hatz	318 E. Broadway	Glendale	California	91205	8f29a1d5c2d470e	34.1462609	-118.2516092
931	Greens	2 Marina Blvd.	San Francisco	California	94123	8f283087658dcac	37.80664	-122.43209
932	Rich Table	199 Gough St.	San Francisco	California	94102	8f283082806a7a8	37.7749011	-122.4227597
933	Wayfare Tavern	558 Sacramento St.	San Francisco	California	94111	8f283082a2e4150	37.7939035	-122.4024563
934	Sichuan Home	5037 Geary Blvd.	San Francisco	California	94118	8f2830874974d94	37.78054	-122.47362
935	True Laurel	753 Alabama St.	San Francisco	California	94110	8f283082c78ba88	37.759403	-122.41158
936	Lazy Bear	3416 19th St.	San Francisco	California	94110	8f283082c66d356	37.7602404	-122.4196716
937	State Bird Provisions	1529 Fillmore St.	San Francisco	California	94115	8f2830829426c55	37.783737	-122.43283
938	The Cavalier	360 Jessie St.	San Francisco	California	94103	8f283082aa2d814	37.783367	-122.40685
939	Pizzetta 211	211 23rd Ave.	San Francisco	California	94121	8f283095b4e144a	37.7837368	-122.4829596
940	Birdsong	1085 Mission St.	San Francisco	California	94103	8f28308287b0c09	37.779495	-122.41048
941	The Progress	1525 Fillmore St.	San Francisco	California	94115	8f2830829426c29	37.78371	-122.43282
942	Z & Y	655 Jackson St.	San Francisco	California	94133	8f283082b5a3c65	37.7960493	-122.4060049
943	Shish Ke Baba	59 30th St.	San Francisco	California	94110	8f283082c9582b4	37.7424132	-122.4230052
944	Nopalito	306 Broderick St.	San Francisco	California	94117	8f283082d6d866c	37.7732695	-122.4388555
945	Harborview	4 Embarcadero Center	San Francisco	California	94111	8f283082a66c92c	37.795055	-122.39656
946	Gibson	111 Mason St.	San Francisco	California	94102	8f283082aa61019	37.78451	-122.409386
947	Liholiho Yacht Club	871 Sutter St.	San Francisco	California	94109	8f283082bd519a6	37.7884286	-122.4146384
948	Saison	178 Townsend St.	San Francisco	California	94107	8f283082c6cd418	37.76327	-122.41543
949	Mensho	672 Geary St.	San Francisco	California	94102	8f283082bd74d9e	37.7867072	-122.4143032
950	flour + water	2401 Harrison St.	San Francisco	California	94110	8f283082c632089	37.7589299	-122.4123569
951	Sons & Daughters	708 Bush St.	San Francisco	California	94108	8f283082bca409c	37.7902661	-122.4091443
952	Wako	211 Clement St.	San Francisco	California	94118	8f2830874d01815	37.7830681	-122.4615303
953	Bellota	888 Brannan St.	San Francisco	California	94103	8f283082e24e0d8	37.7721304	-122.4046275
954	jū-ni	1335 Fulton St.	San Francisco	California	94117	8f2830829d5b576	37.77672	-122.43886
955	Mister Jiu’s	28 Waverly Pl.	San Francisco	California	94108	8f283082a26a36a	37.79371	-122.406654
956	Al's Place	1499 Valencia St.	San Francisco	California	94110	8f283082c14442e	37.748924	-122.42013
957	Monsieur Benjamin	451 Gough St.	San Francisco	California	94102	8f28308283aea36	37.77743	-122.4232
958	Coqueta	Pier 5	San Francisco	California	94111	8f283080c9a1b41	37.798218	-122.39644
959	Merchant Roots	1365 Fillmore St.	San Francisco	California	94115	8f28308295062de	37.7820215	-122.432447
960	Dumpling Specialist	1123 Taraval St.	San Francisco	California	94116	8f283095eb548a3	37.7429356	-122.4781622
961	Aziza	5800 Geary Blvd.	San Francisco	California	94121	8f283095b422094	37.78056	-122.48179
962	Kusakabe	584 Washington St.	San Francisco	California	94111	8f283082a2ea29b	37.7956831	-122.4030806
963	Atelier Crenn	3127 Fillmore St.	San Francisco	California	94123	8f2830876c3639c	37.79835	-122.43586
964	Burma Superstar	309 Clement St.	San Francisco	California	94118	8f2830874d2b8ac	37.7830128	-122.4625074
965	Hog Island Oyster Co.	1 Ferry Building	San Francisco	California	94111	8f283082a65405a	37.79604	-122.393555
966	Del Popolo	855 Bush St.	San Francisco	California	94108	8f283082bc33258	37.789772	-122.41141
967	Akiko’s	431 Bush St.	San Francisco	California	94108	8f283082a342d4b	37.790653	-122.4046789
968	Pearl 6101	6101 California St.	San Francisco	California	94121	8f283095b4eec25	37.783943	-122.48298
969	Violet's	2301 Clement St.	San Francisco	California	94121	8f283095b472d62	37.782017	-122.483925
970	Barrio	1609 Powell St.	San Francisco	California	94133	8f283082b456994	37.7995	-122.41074
971	Boulevard	1 Mission St.	San Francisco	California	94105	8f283082a752d0d	37.79335	-122.39273
972	Empress by Boon	838 Grant Ave.	San Francisco	California	94108	8f283082a24869c	37.794757	-122.4063237
973	El Buen Comer	3435 Mission St.	San Francisco	California	94110	8f283082c951694	37.74184	-122.42225
974	3rd Cousin	919 Cortland Ave.	San Francisco	California	94110	8f28309526e5750	37.7390026	-122.4136903
975	Prospect	300 Spear St.	San Francisco	California	94105	8f283082a099418	37.7898387	-122.3909077
976	Anchor Oyster Bar	579 Castro St.	San Francisco	California	94114	8f283082d575b8e	37.75986	-122.43468
977	1601 Bar & Kitchen	1601 Howard St.	San Francisco	California	94103	8f283082811ac96	37.7716945	-122.4169036
978	Rooh	333 Brannan St.	San Francisco	California	94107	8f283082a89e4a3	37.781227	-122.39286
979	Dumpling Home	298 Gough St.	San Francisco	California	94102	8f283082804aa42	37.7759271	-122.4227056
980	Sorrel	3228 Sacramento St.	San Francisco	California	94115	8f283082939e094	37.788334	-122.44614
981	AltoVino	1358 Mason St.	San Francisco	California	94133	8f283082b555902	37.79621	-122.411644
982	Acquerello	1722 Sacramento St.	San Francisco	California	94109	8f283082b8d3728	37.79167	-122.42131
983	Omakase	665 Townsend St.	San Francisco	California	94103	8f283082e2706f5	37.77077	-122.40298
984	Sasaki	2400 Harrison St.	San Francisco	California	94110	8f283082c632823	37.758686	-122.41246
985	Perbacco	230 California St.	San Francisco	California	94111	8f283082a2a1691	37.7934664	-122.3992162
986	Dumpling Alley	2512 Clement St.	San Francisco	California	94121	8f283095b46316d	37.7819861	-122.4861117
987	Outerlands	4001 Judah St.	San Francisco	California	94122	8f2830959d9ba0d	37.7604361	-122.5050059
988	Kokkari Estiatorio	200 Jackson St.	San Francisco	California	94111	8f283080c928480	37.79717	-122.39981
